id,label
589,ship
590,truck
591,frog
592,truck
593,bird
594,frog
595,automobile
596,deer
597,horse
598,frog
599,dog
600,cat
601,ship
602,dog
603,airplane
604,bird
605,automobile
606,frog
607,deer
608,cat
609,cat
610,truck
611,frog
612,truck
613,ship
614,ship
615,dog
616,ship
617,frog
618,frog
619,bird
620,automobile
621,horse
622,automobile
623,automobile
624,bird
625,horse
626,truck
627,truck
628,deer
629,deer
630,automobile
631,bird
632,dog
633,frog
634,ship
635,horse
636,frog
637,automobile
638,cat
639,airplane
640,horse
641,dog
642,cat
643,airplane
644,horse
645,truck
646,automobile
647,cat
648,deer
649,deer
650,dog
651,cat
652,truck
653,dog
654,frog
655,truck
656,bird
657,automobile
658,automobile
659,deer
660,automobile
661,truck
662,deer
663,horse
664,frog
665,cat
666,ship
667,truck
668,airplane
669,automobile
670,cat
671,frog
672,cat
673,bird
674,cat
675,bird
676,airplane
677,cat
678,automobile
679,airplane
680,dog
681,truck
682,frog
683,horse
684,airplane
685,truck
686,frog
687,truck
688,bird
689,bird
690,bird
691,cat
692,bird
693,bird
694,horse
695,ship
696,cat
697,ship
698,bird
699,horse
700,dog
701,horse
702,bird
703,deer
704,ship
705,horse
706,deer
707,bird
708,truck
709,ship
710,ship
711,bird
712,ship
713,ship
714,horse
715,deer
716,cat
717,cat
718,ship
719,deer
720,truck
721,horse
722,ship
723,ship
724,automobile
725,ship
726,airplane
727,automobile
728,airplane
729,frog
730,dog
731,deer
732,bird
733,horse
734,truck
735,automobile
736,deer
737,automobile
738,deer
739,automobile
740,dog
741,bird
742,horse
743,airplane
744,horse
745,truck
746,horse
747,frog
748,frog
749,bird
750,dog
751,truck
752,bird
753,truck
754,automobile
755,bird
756,bird
757,frog
758,ship
759,bird
760,automobile
761,cat
762,frog
763,frog
764,airplane
765,automobile
766,bird
767,horse
768,truck
769,dog
770,deer
771,airplane
772,automobile
773,frog
774,frog
775,airplane
776,frog
777,bird
778,frog
779,airplane
780,dog
781,truck
782,automobile
783,horse
784,frog
785,horse
786,airplane
787,cat
788,truck
789,frog
790,ship
791,cat
792,airplane
793,cat
794,deer
795,horse
796,horse
797,automobile
798,cat
799,frog
800,deer
801,horse
802,automobile
803,deer
804,horse
805,deer
806,horse
807,ship
808,cat
809,horse
810,horse
811,bird
812,dog
813,horse
814,bird
815,airplane
816,ship
817,truck
818,frog
819,ship
820,cat
821,frog
822,bird
823,airplane
824,ship
825,horse
826,cat
827,horse
828,frog
829,dog
830,cat
831,automobile
832,ship
833,bird
834,bird
835,dog
836,automobile
837,automobile
838,bird
839,truck
840,bird
841,horse
842,airplane
843,horse
844,bird
845,automobile
846,cat
847,bird
848,airplane
849,bird
850,deer
851,horse
852,truck
853,ship
854,truck
855,airplane
856,horse
857,deer
858,bird
859,horse
860,ship
861,deer
862,frog
863,cat
864,cat
865,airplane
866,automobile
867,automobile
868,horse
869,airplane
870,automobile
871,cat
872,automobile
873,deer
874,bird
875,cat
876,ship
877,deer
878,bird
879,cat
880,horse
881,ship
882,frog
883,horse
884,airplane
885,truck
886,airplane
887,airplane
888,automobile
889,automobile
890,deer
891,frog
892,frog
893,horse
894,dog
895,automobile
896,automobile
897,cat
898,horse
899,cat
900,dog
901,cat
902,frog
903,frog
904,dog
905,ship
906,horse
907,automobile
908,frog
909,ship
910,ship
911,horse
912,cat
913,airplane
914,deer
915,airplane
916,automobile
917,cat
918,ship
919,ship
920,airplane
921,frog
922,truck
923,truck
924,truck
925,dog
926,cat
927,ship
928,frog
929,airplane
930,ship
931,deer
932,bird
933,cat
934,bird
935,horse
936,bird
937,bird
938,bird
939,truck
940,ship
941,truck
942,automobile
943,horse
944,frog
945,airplane
946,cat
947,airplane
948,automobile
949,cat
950,ship
951,cat
952,truck
953,frog
954,automobile
955,deer
956,horse
957,airplane
958,cat
959,horse
960,ship
961,truck
962,automobile
963,automobile
964,frog
965,frog
966,cat
967,truck
968,truck
969,automobile
970,truck
971,truck
972,deer
973,frog
974,automobile
975,horse
976,airplane
977,frog
978,ship
979,automobile
980,truck
981,bird
982,truck
983,bird
984,deer
985,horse
986,ship
987,cat
988,automobile
989,bird
990,airplane
991,automobile
992,cat
993,ship
994,deer
995,frog
996,cat
997,ship
998,automobile
999,cat
1000,ship
1001,dog
1002,ship
1003,ship
1004,deer
1005,ship
1006,automobile
1007,automobile
1008,ship
1009,truck
1010,frog
1011,airplane
1012,ship
1013,frog
1014,automobile
1015,cat
1016,deer
1017,automobile
1018,frog
1019,airplane
1020,cat
1021,automobile
1022,automobile
1023,airplane
1024,airplane
1025,cat
1026,dog
1027,airplane
1028,airplane
1029,frog
1030,frog
1031,cat
1032,cat
1033,bird
1034,cat
1035,frog
1036,frog
1037,airplane
1038,horse
1039,bird
1040,bird
1041,bird
1042,dog
1043,bird
1044,bird
1045,ship
1046,dog
1047,bird
1048,automobile
1049,automobile
1050,automobile
1051,dog
1052,frog
1053,airplane
1054,cat
1055,automobile
1056,dog
1057,horse
1058,horse
1059,frog
1060,ship
1061,truck
1062,automobile
1063,frog
1064,deer
1065,truck
1066,cat
1067,truck
1068,airplane
1069,truck
1070,frog
1071,cat
1072,frog
1073,ship
1074,horse
1075,cat
1076,ship
1077,airplane
1078,airplane
1079,airplane
1080,frog
1081,frog
1082,frog
1083,truck
1084,bird
1085,dog
1086,deer
1087,deer
1088,frog
1089,cat
1090,frog
1091,airplane
1092,ship
1093,frog
1094,airplane
1095,truck
1096,frog
1097,horse
1098,dog
1099,automobile
1100,bird
1101,horse
1102,ship
1103,ship
1104,airplane
1105,truck
1106,deer
1107,truck
1108,horse
1109,bird
1110,airplane
1111,bird
1112,ship
1113,cat
1114,ship
1115,truck
1116,automobile
1117,dog
1118,dog
1119,horse
1120,horse
1121,dog
1122,cat
1123,ship
1124,cat
1125,cat
1126,frog
1127,bird
1128,ship
1129,deer
1130,cat
1131,horse
1132,automobile
1133,bird
1134,deer
1135,automobile
1136,frog
1137,truck
1138,truck
1139,cat
1140,ship
1141,frog
1142,automobile
1143,ship
1144,frog
1145,automobile
1146,deer
1147,bird
1148,truck
1149,bird
1150,horse
1151,deer
1152,bird
1153,airplane
1154,ship
1155,frog
1156,truck
1157,automobile
1158,horse
1159,automobile
1160,ship
1161,ship
1162,airplane
1163,horse
1164,bird
1165,ship
1166,airplane
1167,dog
1168,deer
1169,cat
1170,horse
1171,horse
1172,truck
1173,bird
1174,cat
1175,automobile
1176,truck
1177,automobile
1178,automobile
1179,frog
1180,cat
1181,dog
1182,frog
1183,automobile
1184,airplane
1185,frog
1186,automobile
1187,deer
1188,automobile
1189,airplane
1190,airplane
1191,automobile
1192,automobile
1193,frog
1194,bird
1195,deer
1196,frog
1197,bird
1198,airplane
1199,horse
1200,truck
1201,ship
1202,horse
1203,bird
1204,airplane
1205,frog
1206,ship
1207,automobile
1208,deer
1209,truck
1210,horse
1211,airplane
1212,frog
1213,automobile
1214,ship
1215,dog
1216,horse
1217,ship
1218,dog
1219,ship
1220,cat
1221,truck
1222,truck
1223,truck
1224,ship
1225,horse
1226,frog
1227,frog
1228,dog
1229,cat
1230,automobile
1231,dog
1232,truck
1233,automobile
1234,deer
1235,automobile
1236,dog
1237,horse
1238,airplane
1239,automobile
1240,dog
1241,bird
1242,airplane
1243,ship
1244,ship
1245,dog
1246,frog
1247,horse
1248,dog
1249,bird
1250,deer
1251,horse
1252,automobile
1253,dog
1254,ship
1255,bird
1256,deer
1257,truck
1258,bird
1259,automobile
1260,ship
1261,automobile
1262,truck
1263,ship
1264,ship
1265,ship
1266,truck
1267,ship
1268,deer
1269,cat
1270,cat
1271,automobile
1272,ship
1273,deer
1274,frog
1275,cat
1276,cat
1277,dog
1278,bird
1279,bird
1280,ship
1281,dog
1282,ship
1283,truck
1284,dog
1285,ship
1286,airplane
1287,ship
1288,truck
1289,automobile
1290,frog
1291,dog
1292,truck
1293,deer
1294,deer
1295,ship
1296,airplane
1297,horse
1298,bird
1299,truck
1300,horse
1301,deer
1302,automobile
1303,frog
1304,deer
1305,deer
1306,truck
1307,truck
1308,bird
1309,dog
1310,frog
1311,airplane
1312,ship
1313,frog
1314,automobile
1315,truck
1316,deer
1317,dog
1318,truck
1319,dog
1320,airplane
1321,horse
1322,bird
1323,truck
1324,airplane
1325,deer
1326,cat
1327,frog
1328,frog
1329,dog
1330,dog
1331,bird
1332,ship
1333,automobile
1334,horse
1335,cat
1336,automobile
1337,deer
1338,dog
1339,frog
1340,horse
1341,automobile
1342,deer
1343,horse
1344,airplane
1345,truck
1346,deer
1347,cat
1348,ship
1349,bird
1350,ship
1351,deer
1352,horse
1353,bird
1354,ship
1355,automobile
1356,dog
1357,bird
1358,truck
1359,ship
1360,truck
1361,horse
1362,truck
1363,dog
1364,automobile
1365,deer
1366,airplane
1367,ship
1368,bird
1369,horse
1370,automobile
1371,truck
1372,automobile
1373,automobile
1374,cat
1375,bird
1376,deer
1377,truck
1378,cat
1379,automobile
1380,horse
1381,deer
1382,frog
1383,bird
1384,ship
1385,truck
1386,cat
1387,cat
1388,truck
1389,dog
1390,dog
1391,frog
1392,horse
1393,bird
1394,bird
1395,frog
1396,cat
1397,automobile
1398,airplane
1399,airplane
1400,bird
1401,dog
1402,deer
1403,horse
1404,frog
1405,automobile
1406,automobile
1407,truck
1408,ship
1409,automobile
1410,airplane
1411,automobile
1412,cat
1413,automobile
1414,automobile
1415,automobile
1416,horse
1417,cat
1418,truck
1419,frog
1420,ship
1421,deer
1422,frog
1423,automobile
1424,deer
1425,truck
1426,deer
1427,horse
1428,truck
1429,horse
1430,frog
1431,ship
1432,deer
1433,truck
1434,horse
1435,airplane
1436,automobile
1437,frog
1438,automobile
1439,dog
1440,truck
1441,airplane
1442,deer
1443,cat
1444,horse
1445,automobile
1446,deer
1447,airplane
1448,ship
1449,deer
1450,frog
1451,bird
1452,bird
1453,frog
1454,dog
1455,cat
1456,frog
1457,bird
1458,automobile
1459,automobile
1460,ship
1461,frog
1462,airplane
1463,deer
1464,airplane
1465,automobile
1466,automobile
1467,horse
1468,automobile
1469,cat
1470,horse
1471,cat
1472,ship
1473,horse
1474,horse
1475,cat
1476,truck
1477,horse
1478,horse
1479,horse
1480,truck
1481,automobile
1482,bird
1483,ship
1484,frog
1485,deer
1486,airplane
1487,horse
1488,truck
1489,ship
1490,frog
1491,ship
1492,frog
1493,ship
1494,automobile
1495,automobile
1496,airplane
1497,bird
1498,ship
1499,dog
1500,ship
1501,automobile
1502,automobile
1503,bird
1504,deer
1505,automobile
1506,bird
1507,horse
1508,bird
1509,ship
1510,automobile
1511,ship
1512,automobile
1513,ship
1514,frog
1515,airplane
1516,bird
1517,deer
1518,automobile
1519,dog
1520,frog
1521,horse
1522,horse
1523,deer
1524,deer
1525,cat
1526,cat
1527,deer
1528,cat
1529,bird
1530,horse
1531,automobile
1532,horse
1533,ship
1534,deer
1535,deer
1536,deer
1537,truck
1538,deer
1539,cat
1540,bird
1541,ship
1542,deer
1543,dog
1544,dog
1545,deer
1546,automobile
1547,deer
1548,bird
1549,dog
1550,automobile
1551,frog
1552,deer
1553,cat
1554,deer
1555,deer
1556,airplane
1557,ship
1558,ship
1559,deer
1560,dog
1561,horse
1562,dog
1563,frog
1564,truck
1565,automobile
1566,frog
1567,horse
1568,bird
1569,airplane
1570,automobile
1571,truck
1572,dog
1573,frog
1574,airplane
1575,automobile
1576,bird
1577,horse
1578,cat
1579,frog
1580,airplane
1581,bird
1582,bird
1583,truck
1584,automobile
1585,horse
1586,horse
1587,dog
1588,bird
1589,dog
1590,frog
1591,deer
1592,automobile
1593,cat
1594,cat
1595,cat
1596,frog
1597,airplane
1598,cat
1599,dog
1600,dog
1601,ship
1602,truck
1603,horse
1604,cat
1605,automobile
1606,bird
1607,cat
1608,cat
1609,deer
1610,deer
1611,ship
1612,cat
1613,cat
1614,ship
1615,automobile
1616,horse
1617,horse
1618,airplane
1619,horse
1620,deer
1621,dog
1622,automobile
1623,deer
1624,bird
1625,deer
1626,cat
1627,truck
1628,truck
1629,deer
1630,truck
1631,truck
1632,automobile
1633,ship
1634,automobile
1635,frog
1636,horse
1637,dog
1638,dog
1639,bird
1640,truck
1641,horse
1642,frog
1643,dog
1644,truck
1645,frog
1646,deer
1647,airplane
1648,horse
1649,ship
1650,dog
1651,dog
1652,airplane
1653,airplane
1654,truck
1655,truck
1656,ship
1657,bird
1658,dog
1659,deer
1660,ship
1661,cat
1662,frog
1663,cat
1664,frog
1665,airplane
1666,frog
1667,frog
1668,frog
1669,truck
1670,frog
1671,frog
1672,ship
1673,frog
1674,frog
1675,deer
1676,dog
1677,ship
1678,automobile
1679,bird
1680,horse
1681,frog
1682,dog
1683,horse
1684,ship
1685,ship
1686,bird
1687,ship
1688,ship
1689,frog
1690,truck
1691,frog
1692,ship
1693,truck
1694,ship
1695,airplane
1696,truck
1697,bird
1698,truck
1699,dog
1700,horse
1701,dog
1702,dog
1703,truck
1704,dog
1705,cat
1706,airplane
1707,automobile
1708,truck
1709,horse
1710,bird
1711,deer
1712,automobile
1713,airplane
1714,ship
1715,airplane
1716,deer
1717,automobile
1718,horse
1719,ship
1720,airplane
1721,deer
1722,truck
1723,frog
1724,bird
1725,deer
1726,airplane
1727,airplane
1728,truck
1729,airplane
1730,ship
1731,deer
1732,dog
1733,automobile
1734,cat
1735,truck
1736,airplane
1737,dog
1738,frog
1739,dog
1740,truck
1741,automobile
1742,dog
1743,ship
1744,automobile
1745,airplane
1746,dog
1747,bird
1748,automobile
1749,airplane
1750,bird
1751,ship
1752,automobile
1753,dog
1754,frog
1755,horse
1756,horse
1757,bird
1758,frog
1759,bird
1760,cat
1761,airplane
1762,automobile
1763,deer
1764,bird
1765,dog
1766,deer
1767,frog
1768,frog
1769,bird
1770,automobile
1771,horse
1772,bird
1773,automobile
1774,dog
1775,dog
1776,cat
1777,airplane
1778,deer
1779,ship
1780,dog
1781,horse
1782,frog
1783,cat
1784,ship
1785,automobile
1786,airplane
1787,automobile
1788,cat
1789,cat
1790,airplane
1791,horse
1792,frog
1793,truck
1794,dog
1795,cat
1796,frog
1797,airplane
1798,automobile
1799,deer
1800,deer
1801,deer
1802,deer
1803,bird
1804,cat
1805,deer
1806,ship
1807,automobile
1808,cat
1809,truck
1810,ship
1811,automobile
1812,automobile
1813,dog
1814,cat
1815,truck
1816,truck
1817,horse
1818,frog
1819,dog
1820,airplane
1821,ship
1822,deer
1823,horse
1824,airplane
1825,truck
1826,bird
1827,ship
1828,deer
1829,horse
1830,automobile
1831,bird
1832,truck
1833,frog
1834,ship
1835,truck
1836,airplane
1837,deer
1838,truck
1839,frog
1840,horse
1841,ship
1842,truck
1843,deer
1844,ship
1845,truck
1846,horse
1847,bird
1848,dog
1849,cat
1850,horse
1851,automobile
1852,airplane
1853,truck
1854,truck
1855,dog
1856,dog
1857,ship
1858,dog
1859,deer
1860,bird
1861,ship
1862,ship
1863,deer
1864,dog
1865,horse
1866,horse
1867,ship
1868,deer
1869,horse
1870,ship
1871,bird
1872,dog
1873,dog
1874,frog
1875,ship
1876,airplane
1877,bird
1878,cat
1879,horse
1880,airplane
1881,automobile
1882,truck
1883,automobile
1884,cat
1885,dog
1886,dog
1887,automobile
1888,cat
1889,bird
1890,truck
1891,frog
1892,ship
1893,truck
1894,truck
1895,cat
1896,airplane
1897,truck
1898,ship
1899,automobile
1900,horse
1901,ship
1902,dog
1903,airplane
1904,airplane
1905,automobile
1906,frog
1907,truck
1908,automobile
1909,dog
1910,frog
1911,deer
1912,frog
1913,airplane
1914,truck
1915,truck
1916,truck
1917,truck
1918,ship
1919,bird
1920,deer
1921,bird
1922,bird
1923,dog
1924,automobile
1925,truck
1926,automobile
1927,airplane
1928,truck
1929,deer
1930,bird
1931,automobile
1932,frog
1933,airplane
1934,cat
1935,airplane
1936,bird
1937,cat
1938,truck
1939,airplane
1940,truck
1941,airplane
1942,horse
1943,bird
1944,ship
1945,deer
1946,deer
1947,ship
1948,cat
1949,dog
1950,airplane
1951,bird
1952,horse
1953,deer
1954,ship
1955,bird
1956,bird
1957,horse
1958,automobile
1959,frog
1960,airplane
1961,bird
1962,horse
1963,frog
1964,bird
1965,cat
1966,airplane
1967,horse
1968,horse
1969,ship
1970,truck
1971,automobile
1972,deer
1973,frog
1974,airplane
1975,frog
1976,automobile
1977,dog
1978,dog
1979,frog
1980,cat
1981,truck
1982,cat
1983,frog
1984,bird
1985,horse
1986,frog
1987,deer
1988,truck
1989,dog
1990,frog
1991,deer
1992,automobile
1993,frog
1994,cat
1995,ship
1996,bird
1997,cat
1998,truck
1999,automobile
2000,dog
2001,automobile
2002,horse
2003,truck
2004,dog
2005,horse
2006,dog
2007,horse
2008,ship
2009,truck
2010,automobile
2011,bird
2012,bird
2013,dog
2014,frog
2015,ship
2016,deer
2017,frog
2018,cat
2019,cat
2020,truck
2021,truck
2022,ship
2023,dog
2024,dog
2025,frog
2026,deer
2027,dog
2028,truck
2029,horse
2030,cat
2031,frog
2032,automobile
2033,deer
2034,bird
2035,deer
2036,frog
2037,cat
2038,dog
2039,bird
2040,ship
2041,airplane
2042,airplane
2043,automobile
2044,ship
2045,cat
2046,automobile
2047,dog
2048,dog
2049,ship
2050,cat
2051,ship
2052,dog
2053,ship
2054,frog
2055,cat
2056,dog
2057,dog
2058,dog
2059,ship
2060,ship
2061,dog
2062,cat
2063,horse
2064,automobile
2065,ship
2066,bird
2067,bird
2068,automobile
2069,cat
2070,deer
2071,bird
2072,truck
2073,frog
2074,bird
2075,bird
2076,deer
2077,cat
2078,airplane
2079,frog
2080,airplane
2081,automobile
2082,cat
2083,bird
2084,dog
2085,horse
2086,ship
2087,automobile
2088,airplane
2089,horse
2090,horse
2091,airplane
2092,bird
2093,automobile
2094,frog
2095,dog
2096,airplane
2097,truck
2098,bird
2099,airplane
2100,automobile
2101,bird
2102,frog
2103,airplane
2104,automobile
2105,frog
2106,frog
2107,dog
2108,cat
2109,bird
2110,airplane
2111,airplane
2112,truck
2113,automobile
2114,airplane
2115,bird
2116,dog
2117,truck
2118,horse
2119,ship
2120,frog
2121,deer
2122,frog
2123,airplane
2124,bird
2125,airplane
2126,automobile
2127,truck
2128,dog
2129,frog
2130,truck
2131,airplane
2132,horse
2133,bird
2134,cat
2135,deer
2136,ship
2137,truck
2138,bird
2139,frog
2140,ship
2141,truck
2142,horse
2143,automobile
2144,truck
2145,cat
2146,horse
2147,bird
2148,horse
2149,truck
2150,frog
2151,truck
2152,cat
2153,horse
2154,ship
2155,ship
2156,truck
2157,ship
2158,cat
2159,truck
2160,truck
2161,airplane
2162,cat
2163,dog
2164,horse
2165,automobile
2166,ship
2167,bird
2168,horse
2169,dog
2170,ship
2171,bird
2172,dog
2173,bird
2174,cat
2175,truck
2176,cat
2177,ship
2178,truck
2179,cat
2180,automobile
2181,deer
2182,airplane
2183,deer
2184,deer
2185,truck
2186,airplane
2187,truck
2188,cat
2189,truck
2190,bird
2191,truck
2192,deer
2193,airplane
2194,bird
2195,ship
2196,deer
2197,ship
2198,frog
2199,ship
2200,bird
2201,airplane
2202,dog
2203,truck
2204,frog
2205,truck
2206,truck
2207,automobile
2208,cat
2209,deer
2210,deer
2211,bird
2212,horse
2213,bird
2214,frog
2215,deer
2216,airplane
2217,bird
2218,ship
2219,deer
2220,dog
2221,automobile
2222,bird
2223,frog
2224,ship
2225,automobile
2226,horse
2227,frog
2228,ship
2229,horse
2230,deer
2231,cat
2232,cat
2233,cat
2234,cat
2235,horse
2236,bird
2237,dog
2238,bird
2239,automobile
2240,horse
2241,truck
2242,airplane
2243,cat
2244,cat
2245,truck
2246,ship
2247,truck
2248,dog
2249,ship
2250,airplane
2251,horse
2252,frog
2253,cat
2254,cat
2255,ship
2256,automobile
2257,deer
2258,airplane
2259,automobile
2260,dog
2261,deer
2262,cat
2263,bird
2264,frog
2265,airplane
2266,ship
2267,ship
2268,frog
2269,cat
2270,cat
2271,bird
2272,truck
2273,horse
2274,dog
2275,automobile
2276,frog
2277,truck
2278,dog
2279,truck
2280,truck
2281,deer
2282,dog
2283,truck
2284,dog
2285,ship
2286,cat
2287,cat
2288,bird
2289,dog
2290,automobile
2291,truck
2292,dog
2293,dog
2294,truck
2295,automobile
2296,ship
2297,truck
2298,horse
2299,airplane
2300,cat
2301,airplane
2302,frog
2303,airplane
2304,bird
2305,frog
2306,airplane
2307,cat
2308,truck
2309,automobile
2310,frog
2311,frog
2312,horse
2313,bird
2314,frog
2315,cat
2316,bird
2317,dog
2318,dog
2319,bird
2320,horse
2321,dog
2322,bird
2323,airplane
2324,ship
2325,airplane
2326,horse
2327,horse
2328,automobile
2329,horse
2330,frog
2331,airplane
2332,bird
2333,bird
2334,frog
2335,automobile
2336,dog
2337,truck
2338,horse
2339,frog
2340,bird
2341,horse
2342,airplane
2343,dog
2344,frog
2345,airplane
2346,automobile
2347,automobile
2348,ship
2349,deer
2350,dog
2351,cat
2352,truck
2353,bird
2354,deer
2355,ship
2356,automobile
2357,ship
2358,automobile
2359,horse
2360,deer
2361,horse
2362,bird
2363,frog
2364,bird
2365,frog
2366,horse
2367,truck
2368,deer
2369,airplane
2370,automobile
2371,airplane
2372,deer
2373,dog
2374,airplane
2375,ship
2376,airplane
2377,horse
2378,frog
2379,automobile
2380,ship
2381,ship
2382,dog
2383,truck
2384,bird
2385,dog
2386,deer
2387,cat
2388,truck
2389,airplane
2390,frog
2391,automobile
2392,bird
2393,dog
2394,automobile
2395,frog
2396,horse
2397,automobile
2398,dog
2399,ship
2400,ship
2401,airplane
2402,cat
2403,truck
2404,deer
2405,airplane
2406,frog
2407,deer
2408,truck
2409,bird
2410,deer
2411,cat
2412,airplane
2413,frog
2414,frog
2415,dog
2416,frog
2417,frog
