id,sentiment
11821_2,0.112279508
11605_1,0.022141891
1111_7,0.902614793
10295_1,0.852213829
1146_4,0.0184556
2405_9,0.27335318
11081_10,0.725463607
2201_10,0.989800621
4844_1,0.046899971
11007_8,0.90478396
6535_7,0.934553833
2653_4,0.182082473
8245_10,0.914489434
9951_8,0.939417673
6133_8,0.327701175
10006_2,0.013153465
7350_1,0.261122034
4509_9,0.980916278
948_1,0.019259
3987_1,0.039280563
2947_10,0.227422563
6041_3,0.025324643
2946_1,0.084593688
11967_4,0.027567464
1185_10,0.988373137
10323_2,0.78662551
11706_2,0.011744443
3663_1,0.043674491
5602_10,0.980418365
4870_10,0.864873942
1994_1,0.039152245
10807_7,0.961929511
6871_3,0.733838052
1175_2,0.010425187
10919_7,0.968783015
8127_10,0.959555121
12497_4,0.403930932
3274_1,0.585494418
2568_3,0.178263602
840_2,0.035088177
5626_10,0.974671918
7561_10,0.988147347
4600_3,0.416110456
3324_9,0.617391764
8899_7,0.951372028
5592_8,0.909727533
12483_4,0.014976738
7874_1,0.009900422
5878_10,0.939727399
4303_9,0.903462933
9421_1,0.025398481
10269_4,0.47095182
10615_2,0.091422986
2634_10,0.96307581
7522_1,0.032413284
9289_10,0.90022137
4636_10,0.843116973
1241_7,0.409387562
9458_9,0.800503324
11690_10,0.986078144
7176_4,0.448512278
6212_10,0.954183777
6319_1,0.033369741
5229_3,0.086290774
466_9,0.980052372
8693_2,0.205225913
2952_10,0.967452685
1128_1,0.034775877
3975_10,0.898303729
11365_10,0.56903639
2074_9,0.989295482
9768_10,0.979848083
4895_1,0.02680558
5726_10,0.981425431
9993_10,0.891855569
11319_2,0.626830175
10561_2,0.116367027
5455_8,0.963870249
10684_3,0.051180805
3652_3,0.09738321
7825_1,0.082757815
8806_1,0.036881288
275_10,0.920442216
2246_1,0.030497736
11968_2,0.012273975
2528_1,0.615576255
8491_8,0.304934793
13_1,0.470748906
4530_8,0.802988965
5207_3,0.049997221
11648_10,0.926234196
8260_1,0.096750122
10730_10,0.960811735
10402_3,0.592476643
8077_1,0.02232941
8598_8,0.935058978
2809_3,0.015861131
12490_10,0.957962803
1447_9,0.944444392
1605_3,0.184233965
2311_4,0.045808891
3235_9,0.938912828
5725_10,0.849016312
9025_10,0.965469761
6049_9,0.931898618
4803_10,0.988350625
191_9,0.981612999
420_3,0.814990407
5238_2,0.048500394
1280_9,0.983907218
9408_4,0.226661833
819_1,0.020370647
1656_4,0.102758674
9964_3,0.045741749
10404_4,0.10140629
12369_10,0.913841937
6423_1,0.033753122
9942_8,0.568724263
1519_1,0.070344949
100_10,0.907131647
3216_10,0.933785721
3909_10,0.821426877
5034_7,0.899213328
14_8,0.987865997
5891_3,0.03036195
8496_10,0.98754402
7429_1,0.017085092
9457_1,0.042295626
9602_8,0.866308862
4198_1,0.018772914
154_2,0.330441797
5070_2,0.026903166
4207_8,0.942411246
7758_8,0.93148747
4439_9,0.956385137
12042_1,0.016563091
7244_1,0.011224184
6854_1,0.088103846
11932_10,0.904397012
4151_10,0.920345288
7265_1,0.056492071
10272_7,0.985306136
4256_4,0.502729693
1225_7,0.94888282
956_10,0.979846435
6389_2,0.036085778
1365_4,0.215814631
4752_7,0.885654926
276_10,0.986560051
8766_9,0.826851606
11225_10,0.891298888
6920_1,0.043272207
11536_1,0.01343148
1923_9,0.928943033
11460_10,0.91733442
10054_7,0.872317539
10845_1,0.012161211
10231_4,0.355941549
9430_8,0.91976669
3226_2,0.024533847
4298_3,0.115979599
10635_4,0.144370586
10567_4,0.027871556
5460_10,0.952965708
7310_7,0.924521357
10330_2,0.012160002
5151_9,0.958096064
11_3,0.507391272
1448_8,0.356916508
10130_8,0.940355613
2199_3,0.064860001
1761_10,0.937990328
2782_1,0.016822529
7618_10,0.949713941
85_10,0.929907849
5730_3,0.030560991
3641_1,0.173547171
8190_9,0.989637437
9533_10,0.992815504
9508_1,0.02533914
237_8,0.949522175
3981_7,0.74583682
7194_9,0.848139906
10584_8,0.608707361
248_2,0.0143349
8358_4,0.104731235
1218_1,0.026538247
4191_10,0.073162436
3090_8,0.903694167
11923_2,0.10961611
1640_8,0.89899882
9972_3,0.068012477
11818_4,0.208276914
4350_10,0.973984738
877_10,0.627191647
10017_8,0.929813469
7975_10,0.982616016
8436_1,0.229588018
6024_7,0.798419686
3112_1,0.032470647
951_10,0.943863083
1622_1,0.022578395
191_3,0.270804788
5669_1,0.017315255
1891_4,0.142284141
12173_9,0.570296878
7887_7,0.570002769
3256_10,0.482174558
5419_1,0.012365667
7635_1,0.050953685
8297_2,0.172755365
7137_8,0.597753411
7562_3,0.084561739
9944_1,0.017051077
4288_1,0.013074516
8087_1,0.153451297
4771_10,0.90868084
10482_10,0.932835162
5324_10,0.986492709
3080_1,0.021185043
10923_7,0.792366598
1753_7,0.952217479
317_10,0.948108123
12474_8,0.77284266
773_8,0.982667827
388_1,0.056973448
12141_2,0.400557918
5667_1,0.397257127
1071_9,0.954853976
2897_10,0.973310078
9481_4,0.510506349
12025_1,0.013553677
8879_7,0.865943449
5683_1,0.092582936
7026_1,0.011328587
2439_1,0.062706001
3631_7,0.893125388
1650_9,0.64076961
5378_7,0.988627477
9745_1,0.011283265
11563_8,0.874808
299_8,0.988642447
9471_2,0.736608938
1866_1,0.086917444
2639_4,0.251285634
5122_1,0.027215688
12341_7,0.879855866
2936_8,0.966650397
8647_10,0.653925042
4255_9,0.878696727
7262_8,0.126699938
8413_10,0.555283001
10080_1,0.083126909
3973_1,0.392939063
8752_9,0.981305409
4018_2,0.059086747
7669_1,0.055009893
10421_4,0.08624462
7854_8,0.942608751
162_8,0.15917694
11614_9,0.938046083
11343_8,0.975273725
1708_7,0.116435256
7115_4,0.672756657
10498_10,0.786350179
2944_8,0.93327265
10474_3,0.413388899
1263_1,0.041375129
1693_4,0.540667658
9600_9,0.747050069
11173_2,0.147889852
3961_2,0.133924423
8011_1,0.857549897
7386_8,0.665171795
8787_8,0.930589321
12349_9,0.915765413
1776_4,0.02844622
5885_4,0.923557523
220_4,0.084180214
5547_8,0.981568973
2853_1,0.180875694
2157_2,0.388399267
11667_2,0.347117109
194_7,0.964640824
1633_1,0.01246069
6897_2,0.026345793
11568_2,0.222117399
9219_1,0.079130483
477_8,0.941854374
8980_3,0.849851463
4612_10,0.878199155
8030_10,0.977574564
1846_8,0.993692317
2786_8,0.952976821
2634_1,0.030982379
3110_8,0.863904797
11587_8,0.935057164
11262_8,0.932987018
5680_7,0.644882017
4583_4,0.273817247
1451_1,0.048780839
4244_4,0.096367491
6176_4,0.013364262
8851_10,0.979783174
908_9,0.986021241
7494_9,0.241289014
8061_3,0.063820911
789_1,0.60857526
2374_7,0.887173406
11225_3,0.10837448
4467_4,0.022170342
8516_10,0.419176901
4121_10,0.950297006
10267_7,0.622127991
6040_8,0.868053298
8338_7,0.859935189
2903_7,0.986728478
6662_9,0.984454657
5333_10,0.924900828
7470_4,0.034608696
8813_1,0.192356731
4514_3,0.828445856
9584_7,0.708502821
11706_8,0.956251632
11538_8,0.826817999
4210_1,0.043906325
8984_1,0.014761257
3431_4,0.023297231
4973_10,0.905844151
12260_1,0.023357478
4267_10,0.970190695
9906_9,0.99166361
670_7,0.970307153
6270_3,0.010231943
5164_4,0.068618851
9741_2,0.048870764
3761_8,0.706906483
2651_2,0.134075907
7448_10,0.963203228
7184_9,0.963574191
1313_9,0.863505641
10654_8,0.951251489
7151_1,0.0150411
2320_10,0.846748096
12033_7,0.726338598
6429_1,0.02280288
1420_4,0.74442571
3002_7,0.835872572
1299_1,0.040147225
7897_9,0.977903855
1529_4,0.032378795
9760_2,0.073653172
11318_1,0.072209102
2217_3,0.139890799
11641_2,0.046871633
7238_10,0.988257521
7710_8,0.952559861
12011_8,0.896009403
4495_7,0.850824961
11144_4,0.1561722
5625_2,0.015599608
2926_7,0.533483005
8538_8,0.956421695
8875_10,0.9306073
10881_10,0.9633258
1662_7,0.912417069
4560_9,0.73833642
6714_4,0.014952204
9059_10,0.975136773
6631_10,0.954015733
8520_1,0.019016763
918_4,0.282811761
3102_10,0.919873694
3611_2,0.028404154
8434_10,0.9771981
681_7,0.939551408
7386_4,0.015952179
7566_9,0.278583579
10110_10,0.937648247
10486_10,0.900039198
1492_3,0.176677133
11823_1,0.046484224
2331_9,0.965682346
2200_2,0.046159056
9547_1,0.062735611
785_2,0.018444387
5101_4,0.140757876
5657_10,0.874847988
6902_7,0.908121095
1490_9,0.858295218
7148_9,0.987173828
7387_8,0.867632405
8277_9,0.932896566
6912_7,0.960960014
170_2,0.917781632
7702_10,0.984211544
4393_3,0.020386833
2608_3,0.637942038
4931_8,0.971945518
10589_10,0.8761124
8623_4,0.032192109
6057_2,0.037792333
2704_9,0.980081488
1790_2,0.513398835
12370_1,0.013275815
159_1,0.018928603
343_9,0.993606062
2128_9,0.962369896
11181_8,0.859483026
11775_10,0.965189947
3514_10,0.950096312
6993_2,0.031063956
2866_9,0.789043523
1000_9,0.978026392
11772_7,0.755106461
3355_9,0.438793839
8519_8,0.672296727
7879_3,0.287596164
4332_10,0.943163869
5403_1,0.016614454
1514_7,0.50019168
7904_1,0.01503291
10550_2,0.365243867
11442_10,0.976443784
2821_3,0.058960294
5766_1,0.010404121
8061_9,0.98212942
2166_1,0.020669121
6206_1,0.027308953
11124_2,0.046809685
7625_10,0.752206453
90_9,0.878669143
7959_10,0.957662564
7029_10,0.941469296
779_8,0.993283065
1101_4,0.021698107
11189_4,0.204680643
9790_4,0.045401158
10861_1,0.046356101
5902_2,0.036549876
9545_10,0.577261011
3730_1,0.010288343
4951_9,0.539947072
3295_1,0.033873039
9495_2,0.194846118
2876_1,0.384687431
2796_1,0.040896313
10338_3,0.073230048
10913_7,0.121710766
4685_2,0.00828714
11586_1,0.058464395
4904_7,0.607187034
7110_7,0.748708744
2086_4,0.142136238
7372_7,0.937494164
135_9,0.976351769
7038_3,0.563308065
1119_2,0.040729173
5057_8,0.900340618
3479_10,0.985975397
6489_8,0.990742941
4910_8,0.969148529
5979_10,0.918504678
11304_1,0.029381536
2102_9,0.988221932
8048_1,0.01531194
12153_7,0.700503875
4832_8,0.934381021
3079_9,0.959512667
8254_2,0.02618433
7981_7,0.981691083
611_1,0.60669926
307_10,0.776510694
8861_3,0.081847746
4635_4,0.741741973
6197_7,0.953427815
6739_3,0.216667935
8588_9,0.959662152
8461_7,0.321990288
10089_1,0.295661501
2609_7,0.712300644
1418_3,0.213521779
2661_10,0.951413269
1253_9,0.894223363
8815_9,0.916511984
9867_8,0.962771224
2155_1,0.036102393
12259_4,0.034134686
11224_3,0.346805935
4781_1,0.0124521
4354_9,0.990151578
9629_9,0.869157233
3629_9,0.972886525
6445_10,0.949702092
9526_10,0.969323161
5138_2,0.026981336
349_10,0.956231266
2099_7,0.63444714
4411_1,0.322542328
8127_3,0.108609956
5225_8,0.927763666
7970_3,0.030756488
5688_7,0.891264116
12099_3,0.134863055
6020_4,0.085005379
3892_8,0.918746489
2098_8,0.963191192
4851_7,0.968292185
10967_10,0.859830533
6230_4,0.56733337
2211_2,0.039779319
11978_10,0.956532276
8802_1,0.024655722
11010_3,0.11322849
10083_2,0.694877148
5588_10,0.442552981
958_10,0.888397452
6771_4,0.40378278
6767_9,0.91048854
7302_10,0.958170842
5324_3,0.018102188
7737_10,0.986460537
8603_10,0.926885443
3029_7,0.983563968
8640_2,0.025072131
2139_1,0.015092531
6305_10,0.974345129
6884_7,0.963651661
5534_8,0.792132626
7619_8,0.947762043
10057_8,0.860540825
972_7,0.968347475
6245_8,0.826047221
6627_7,0.966269111
3621_10,0.19394236
2290_4,0.908604078
24_4,0.272684094
5689_1,0.013541869
6497_4,0.165589518
12405_4,0.921567069
11720_7,0.965588778
10088_1,0.032388779
9258_9,0.98820178
354_4,0.945228558
4770_10,0.96062994
1035_3,0.385643303
739_1,0.013809361
6267_7,0.962620512
1562_8,0.954421287
1438_1,0.012685554
281_8,0.983891149
1818_1,0.548523551
3943_3,0.078823597
8116_4,0.543098164
6984_1,0.016627587
5330_4,0.022304382
8821_8,0.985274857
10484_10,0.977740892
1886_4,0.01635487
7943_2,0.287573651
6438_7,0.978409174
8931_10,0.888082105
10538_10,0.899109594
534_10,0.968320483
7329_2,0.026087084
6614_2,0.53730201
710_10,0.938687828
3120_4,0.350638758
9046_1,0.031914483
5638_2,0.083786435
2455_4,0.120252824
2652_3,0.135938775
11006_4,0.056470189
5065_3,0.013755716
9805_10,0.932703468
7092_8,0.939338631
1735_10,0.831164992
3609_1,0.022778741
1201_10,0.925287079
11024_9,0.98269005
3807_10,0.845589845
4483_10,0.745197733
4510_7,0.947388596
8037_1,0.085445701
1760_1,0.041554978
133_8,0.935280813
9039_8,0.910879334
8462_4,0.71064387
2468_10,0.94974386
7684_3,0.021071713
10350_9,0.968984455
1199_10,0.990941071
8560_1,0.030686371
6405_3,0.012149426
1295_1,0.024792033
6420_1,0.052324974
12183_9,0.945148799
11619_1,0.014244133
1415_9,0.839697161
9414_1,0.009861875
7640_4,0.187999619
9211_9,0.871927986
557_9,0.944011692
4501_9,0.950834393
8711_10,0.421105203
2402_1,0.808531993
4586_10,0.87382098
176_3,0.212187967
3545_1,0.024192868
8932_1,0.010463667
5829_10,0.95690392
3409_10,0.988028911
3636_3,0.651330768
12048_7,0.972921615
10468_10,0.97859388
11546_10,0.935769311
9444_10,0.919693503
6275_1,0.02364492
152_4,0.657771897
4767_9,0.839684655
6751_1,0.026018445
10245_4,0.488440498
5407_8,0.927958968
1923_1,0.173528284
515_9,0.141286829
9988_1,0.131921107
5928_8,0.970901796
10163_4,0.169324362
7969_10,0.947617229
1494_4,0.094014764
11211_10,0.980394023
1957_1,0.013258592
8484_7,0.347999518
848_2,0.020811802
5177_1,0.141399155
10667_10,0.889864862
3075_1,0.032350862
9443_10,0.501766478
1572_8,0.948140283
11285_8,0.586166901
3125_1,0.118694854
9265_9,0.962320922
4072_1,0.159649845
6390_2,0.048954886
6496_4,0.838416715
8766_2,0.011839143
7787_10,0.952310317
5897_10,0.987780053
9027_1,0.150882501
1538_2,0.050785279
1220_3,0.020348335
8600_3,0.046953134
11432_2,0.573273656
1424_4,0.179641655
7344_10,0.979701243
10842_1,0.136593002
10332_10,0.94963305
4340_4,0.195585623
4868_4,0.16312645
11216_9,0.904695893
12027_10,0.854034614
6785_7,0.707380636
8773_8,0.984170451
8119_4,0.257949028
10138_10,0.886092099
7197_2,0.011415803
1536_3,0.03001076
9981_7,0.767133868
4753_1,0.232506
2795_7,0.02128877
6672_4,0.026077199
10805_7,0.94318424
5866_1,0.029718636
570_1,0.015176768
11965_8,0.773079369
3288_1,0.171223127
8135_1,0.354296879
10094_9,0.944594424
5845_10,0.972523498
3570_8,0.620936341
1240_1,0.113264198
231_1,0.070832092
10628_9,0.555198583
3536_1,0.019844937
1852_10,0.92269869
8202_7,0.892070137
5907_7,0.767222683
1759_10,0.958205919
4492_10,0.947586824
4844_7,0.64352057
3189_10,0.954186541
3403_10,0.973184669
5874_2,0.011244671
7809_10,0.947445344
3632_9,0.984483909
11767_2,0.842160163
9925_3,0.709474688
4218_1,0.903653499
12036_7,0.932073846
8973_2,0.038350198
2464_10,0.968851504
4094_1,0.078236871
10592_1,0.022591656
10648_9,0.614016917
3887_10,0.94171168
9092_8,0.984480763
10666_10,0.971023491
8389_10,0.800628679
5281_10,0.980077083
6946_1,0.093954483
1132_1,0.069009283
10052_4,0.034742152
768_10,0.991911466
5432_3,0.028857827
7424_3,0.011594245
2366_2,0.369592018
2865_3,0.205707291
7806_2,0.086662298
8878_3,0.290092541
6298_7,0.986815369
4517_4,0.149993925
12018_10,0.985779659
3662_1,0.040853844
11393_10,0.698100057
2071_10,0.888032009
8217_8,0.937224859
6568_2,0.080937158
3840_10,0.979880702
1666_3,0.446263492
2360_7,0.957970908
5778_4,0.160595768
5341_4,0.330690719
4044_2,0.011873269
2503_3,0.097998408
4095_10,0.788056197
2092_2,0.026986
2707_3,0.044421435
573_10,0.934604454
6441_7,0.927301613
7565_3,0.021917094
9499_7,0.864615944
657_10,0.989486921
8840_10,0.971454394
1407_4,0.302032555
12453_2,0.243529223
8273_9,0.949398421
8366_7,0.942902689
10643_9,0.741812753
9998_1,0.087646741
1385_1,0.092660067
1354_4,0.226609896
4674_7,0.438208222
3515_4,0.627097845
10426_8,0.872462108
10226_3,0.36422357
10391_4,0.020015394
9968_1,0.012366205
2893_3,0.050781113
2546_9,0.476217902
37_1,0.025122265
1757_10,0.956170306
1569_8,0.959882312
1466_3,0.224886159
7783_1,0.009789514
9506_10,0.886481492
10835_3,0.07314339
2917_9,0.940388042
2495_7,0.986724426
1686_10,0.977269223
2414_7,0.540566334
5318_8,0.989922101
8858_8,0.968048938
8112_1,0.019685708
6532_2,0.03163522
2526_10,0.902302274
11089_7,0.881558397
4297_8,0.957567628
3179_9,0.92516797
5832_10,0.989851073
10539_8,0.923237381
9226_10,0.792354149
9878_1,0.723443929
7940_10,0.982078172
7195_10,0.922989247
2979_1,0.401581672
3597_10,0.972257279
2931_8,0.872193742
8571_10,0.353027619
12148_1,0.007756605
4047_2,0.009210551
6164_10,0.969614805
2214_8,0.979713323
5903_1,0.158230949
7931_9,0.680202511
1205_3,0.41700998
5983_10,0.982422092
10424_7,0.870229687
11032_7,0.693626435
1303_10,0.977228686
10390_1,0.019145812
8349_2,0.161070147
3605_8,0.823301673
12273_1,0.040797634
60_1,0.060854395
3879_9,0.885441752
12431_4,0.170582209
4499_2,0.095519107
5786_10,0.582895082
5521_4,0.967060835
793_8,0.946702243
7948_3,0.089161218
9022_2,0.042510345
11071_1,0.043774372
4991_3,0.732967653
8226_1,0.17347028
8762_3,0.203775357
6918_4,0.465063648
844_10,0.577654944
11503_8,0.258527971
7406_8,0.938306085
7743_1,0.145558386
514_3,0.040147397
10927_9,0.940985797
3731_7,0.976107954
8870_4,0.688154099
11099_10,0.96171209
8456_10,0.962902377
10944_7,0.06893147
7168_3,0.086747894
3378_10,0.531432075
8203_3,0.839520348
5676_1,0.042122393
5061_9,0.977758882
6238_8,0.622442403
1136_8,0.822956896
6234_3,0.224750562
9510_3,0.932355982
9632_7,0.175574069
4357_1,0.14656428
1176_9,0.941179417
10821_8,0.981068142
4143_4,0.388297967
5074_8,0.829377232
11673_1,0.025360881
11072_2,0.016576055
1816_4,0.255100934
3974_7,0.78864533
796_4,0.04339534
8540_2,0.10846758
10959_8,0.956261635
4576_10,0.759110379
7030_1,0.255956272
3340_10,0.907205319
3223_3,0.025261679
3030_1,0.089026209
4194_1,0.016130125
11322_1,0.034329498
1785_1,0.017113643
7109_2,0.063970905
4120_1,0.021198348
3024_7,0.892920425
589_2,0.022055773
2480_10,0.663628203
4878_1,0.271296916
571_1,0.134679088
12156_8,0.964696674
7547_9,0.953025204
6577_10,0.977936764
7101_3,0.470051047
1731_3,0.466692938
10424_1,0.38711717
9056_10,0.971931403
11959_3,0.013125166
6952_4,0.016300504
8709_10,0.908663156
4716_10,0.941791738
2393_10,0.968916512
4007_7,0.941339081
1196_2,0.201094296
8483_1,0.028495666
1840_3,0.360763525
6108_1,0.084914842
4621_8,0.938275562
11332_4,0.912392988
8800_10,0.975555187
886_7,0.989508577
6495_8,0.714511835
6193_10,0.641429573
10297_1,0.013257213
4233_1,0.106902201
3121_10,0.908010036
1681_10,0.72236622
5789_1,0.066214239
6446_10,0.933972586
479_9,0.957467681
6401_1,0.010027805
7602_1,0.026144196
10792_1,0.042484242
11436_9,0.959473813
6944_1,0.170229669
6275_9,0.019553264
7314_10,0.977774468
8887_9,0.507648784
1835_8,0.974763348
8403_7,0.487876027
2090_1,0.133118033
12310_1,0.22604516
9795_9,0.955920215
4260_1,0.016972547
3214_4,0.172195212
10974_8,0.916050162
3374_10,0.30267532
2251_2,0.115508426
2325_7,0.928905779
28_9,0.91205732
